Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Event
2021-01-03,01/04/2021,Jamaica Bay,JA,22859.0,10285810.82,,748737,Grade Schools Reopen
2021-01-03,01/04/2021,Newtown Creek,NC,8514.0,6605130.56,,1156473,Grade Schools Reopen
2021-01-03,01/04/2021,North River,NR,9067.0,5524394.63,,658596,Grade Schools Reopen
2021-01-03,01/04/2021,Oakwood Beach,OB,24288.0,12046388.65,,258731,Grade Schools Reopen
2021-01-03,01/04/2021,Owls Head,OH,32748.0,16411212.12,,906442,Grade Schools Reopen
2021-01-03,01/04/2021,Port Richmond,PR,21734.0,15642101.09,,226167,Grade Schools Reopen
2021-01-03,01/04/2021,Red Hook,RH,5755.0,3306138.01,,224029,Grade Schools Reopen
2021-01-03,01/04/2021,Rockaway,RK,12151.0,8013531.49,,120539,Grade Schools Reopen
2021-01-03,01/04/2021,Tallman Island,TI,14665.0,9254163.71,,449907,Grade Schools Reopen
2021-01-03,01/04/2021,Wards Island,WI,18717.0,11676128.02,This sample was analyzed in duplicate. The higher of the 2 results is reported,1201485,Grade Schools Reopen
2021-01-05,01/06/2021,26th Ward,26W,22312.0,14531878.17,,290608,Grade Schools Reopen
2021-01-05,01/06/2021,Bowery Bay,BB,23589.0,8884181.0,,924695,Grade Schools Reopen
2021-01-05,01/06/2021,Coney Island,CI,17129.0,7601941.81,,682342,Grade Schools Reopen
2021-01-05,01/06/2021,Hunts Point,HP,24343.0,15968841.88,,755948,Grade Schools Reopen
2021-01-05,01/06/2021,Jamaica Bay,JA,38978.0,15764917.09,,748737,Grade Schools Reopen
2021-01-05,01/06/2021,Newtown Creek,NC,17266.0,10285758.83,,1156473,Grade Schools Reopen
2021-01-05,01/06/2021,North River,NR,14060.0,7434796.44,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596,Grade Schools Reopen
2021-01-05,01/06/2021,Oakwood Beach,OB,17302.0,7037239.43,,258731,Grade Schools Reopen
2021-01-05,01/06/2021,Owls Head,OH,50142.0,17799003.66,,906442,Grade Schools Reopen
2021-01-05,01/06/2021,Port Richmond,PR,20906.0,10497033.37,,226167,Grade Schools Reopen
2021-01-05,01/06/2021,Red Hook,RH,9620.0,4063724.53,,224029,Grade Schools Reopen
2021-01-05,01/06/2021,Rockaway,RK,7795.0,5385753.8,,120539,Grade Schools Reopen
2021-01-05,01/06/2021,Tallman Island,TI,18935.0,10036585.23,,449907,Grade Schools Reopen
2021-01-05,01/06/2021,Wards Island,WI,22811.0,12936297.11,,1201485,Grade Schools Reopen
2021-01-10,01/11/2021,26th Ward,26W,15578.0,10348647.12,,290608,Grade Schools Reopen
2021-01-10,01/11/2021,Bowery Bay,BB,9031.0,3253290.79,,924695,Grade Schools Reopen
2021-01-10,01/11/2021,Coney Island,CI,12779.0,5813244.52,,682342,Grade Schools Reopen
2021-01-10,01/11/2021,Hunts Point,HP,41541.0,26626060.61,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948,Grade Schools Reopen
2021-01-10,01/11/2021,Jamaica Bay,JA,21087.0,8635593.09,,748737,Grade Schools Reopen
2021-01-10,01/11/2021,Newtown Creek,NC,13816.0,7733248.22,,1156473,Grade Schools Reopen
2021-01-10,01/11/2021,North River,NR,9002.0,4553253.36,,658596,Grade Schools Reopen
2021-01-10,01/11/2021,Oakwood Beach,OB,9342.0,3731504.52,,258731,Grade Schools Reopen
2021-01-10,01/11/2021,Owls Head,OH,25443.0,8925389.54,,906442,Grade Schools Reopen
2021-01-10,01/11/2021,Port Richmond,PR,9103.0,3961152.22,,226167,Grade Schools Reopen
2021-01-10,01/11/2021,Red Hook,RH,7835.0,2779985.26,,224029,Grade Schools Reopen
2021-01-10,01/11/2021,Rockaway,RK,15556.0,10747527.97,,120539,Grade Schools Reopen
2021-01-10,01/11/2021,Tallman Island,TI,19033.0,7686632.98,,449907,Grade Schools Reopen
2021-01-10,01/11/2021,Wards Island,WI,16759.0,9187142.39,,1201485,Grade Schools Reopen
2021-01-12,01/13/2021,26th Ward,26W,21589.0,14060912.95,,290608,Grade Schools Reopen
2021-01-12,01/13/2021,Bowery Bay,BB,26859.0,9345976.26,,924695,Grade Schools Reopen
2021-01-12,01/13/2021,Coney Island,CI,27725.0,11381955.03,,682342,Grade Schools Reopen
2021-01-12,01/13/2021,Hunts Point,HP,22861.0,14653093.5,,755948,Grade Schools Reopen
2021-01-12,01/13/2021,Jamaica Bay,JA,34826.0,13557353.52,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737,Grade Schools Reopen
2021-01-12,01/13/2021,Newtown Creek,NC,13742.0,7871737.08,,1156473,Grade Schools Reopen
2021-01-12,01/13/2021,North River,NR,11400.0,5962714.02,,658596,Grade Schools Reopen
2021-01-12,01/13/2021,Oakwood Beach,OB,26544.0,10097150.69,,258731,Grade Schools Reopen
2021-01-12,01/13/2021,Owls Head,OH,31228.0,11606695.71,,906442,Grade Schools Reopen
2021-01-12,01/13/2021,Port Richmond,PR,20276.0,8483919.24,,226167,Grade Schools Reopen
2021-01-12,01/13/2021,Red Hook,RH,14589.0,5423350.15,,224029,Grade Schools Reopen
2021-01-12,01/13/2021,Rockaway,RK,40607.0,26779947.4,,120539,Grade Schools Reopen
2021-01-12,01/13/2021,Tallman Island,TI,22804.0,9785095.61,,449907,Grade Schools Reopen
2021-01-12,01/13/2021,Wards Island,WI,23809.0,12977166.33,,1201485,Grade Schools Reopen
2021-01-17,01/18/2021,26th Ward,26W,9735.0,6466846.33,,290608,Grade Schools Reopen
2021-01-17,01/18/2021,Bowery Bay,BB,21921.0,7896860.39,,924695,Grade Schools Reopen
2021-01-17,01/18/2021,Coney Island,CI,21948.0,10836619.04,,682342,Grade Schools Reopen
2021-01-17,01/18/2021,Hunts Point,HP,26170.0,17298328.44,,755948,Grade Schools Reopen
2021-01-17,01/18/2021,Jamaica Bay,JA,20883.0,8868573.92,,748737,Grade Schools Reopen
2021-01-17,01/18/2021,Newtown Creek,NC,11031.0,5957632.62,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473,Grade Schools Reopen
2021-01-17,01/18/2021,North River,NR,11058.0,5529590.05,,658596,Grade Schools Reopen
2021-01-17,01/18/2021,Oakwood Beach,OB,13274.0,5593192.85,,258731,Grade Schools Reopen
2021-01-17,01/18/2021,Owls Head,OH,24451.0,8985774.22,,906442,Grade Schools Reopen
2021-01-17,01/18/2021,Port Richmond,PR,18856.0,8521348.02,,226167,Grade Schools Reopen
2021-01-17,01/18/2021,Red Hook,RH,13614.0,4830867.85,,224029,Grade Schools Reopen
2021-01-17,01/18/2021,Rockaway,RK,8849.0,5836023.1,,120539,Grade Schools Reopen
2021-01-17,01/18/2021,Tallman Island,TI,20379.0,11316896.09,,449907,Grade Schools Reopen
2021-01-17,01/18/2021,Wards Island,WI,18012.0,10044511.13,,1201485,Grade Schools Reopen
2021-01-19,01/20/2021,26th Ward,26W,2928.0,1830989.81,,290608,Grade Schools Reopen
2021-01-19,01/20/2021,Bowery Bay,BB,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",924695,Grade Schools Reopen
2021-01-19,01/20/2021,Coney Island,CI,5998.0,2495806.81,,682342,Grade Schools Reopen
2021-01-19,01/20/2021,Hunts Point,HP,8507.0,5367261.13,,755948,Grade Schools Reopen
2021-01-19,01/20/2021,Jamaica Bay,JA,33645.0,12927680.22,,748737,Grade Schools Reopen
2021-01-19,01/20/2021,Newtown Creek,NC,11385.0,6558693.83,,1156473,Grade Schools Reopen
2021-01-19,01/20/2021,North River,NR,6906.0,3572353.96,,658596,Grade Schools Reopen
2021-01-19,01/20/2021,Oakwood Beach,OB,22795.0,8537935.46,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731,Grade Schools Reopen
2021-01-19,01/20/2021,Owls Head,OH,21140.0,7768832.98,,906442,Grade Schools Reopen
2021-01-19,01/20/2021,Port Richmond,PR,24586.0,10699060.21,,226167,Grade Schools Reopen
2021-01-19,01/20/2021,Red Hook,RH,,,Analytical issue,224029,Grade Schools Reopen
2021-01-19,01/20/2021,Rockaway,RK,12016.0,7169960.1,,120539,Grade Schools Reopen
2021-01-19,01/20/2021,Tallman Island,TI,9519.0,4725116.2,,449907,Grade Schools Reopen
2021-01-19,01/20/2021,Wards Island,WI,13415.0,7227346.41,,1201485,Grade Schools Reopen
2021-01-24,01/25/2021,26th Ward,26W,19634.0,13299221.36,,290608,Grade Schools Reopen
2021-01-24,01/25/2021,Bowery Bay,BB,21967.0,7553656.08,,924695,Grade Schools Reopen
2021-01-24,01/25/2021,Coney Island,CI,5038.0,2124060.9,,682342,Grade Schools Reopen
2021-01-24,01/25/2021,Hunts Point,HP,23441.0,16903189.31,,755948,Grade Schools Reopen
2021-01-24,01/25/2021,Jamaica Bay,JA,29762.0,11887023.93,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737,Grade Schools Reopen
2021-01-24,01/25/2021,Newtown Creek,NC,20268.0,11012863.11,,1156473,Grade Schools Reopen
2021-01-24,01/25/2021,North River,NR,19180.0,9480884.94,,658596,Grade Schools Reopen
2021-01-24,01/25/2021,Oakwood Beach,OB,5903.0,2150470.27,,258731,Grade Schools Reopen
2021-01-24,01/25/2021,Owls Head,OH,31485.0,11570592.28,,906442,Grade Schools Reopen
2021-01-24,01/25/2021,Port Richmond,PR,24219.0,9728648.08,,226167,Grade Schools Reopen
2021-01-24,01/25/2021,Red Hook,RH,10421.0,3873703.19,,224029,Grade Schools Reopen
2021-01-24,01/25/2021,Rockaway,RK,8016.0,4530972.92,,120539,Grade Schools Reopen
2021-01-24,01/25/2021,Tallman Island,TI,23812.0,9816890.15,,449907,Grade Schools Reopen
2021-01-24,01/25/2021,Wards Island,WI,23099.0,12444827.9,,1201485,Grade Schools Reopen
2021-01-26,01/27/2021,26th Ward,26W,32358.0,23182178.77,This sample was analyzed in duplicate. The higher of the 2 results is reported,290608,Grade Schools Reopen
2021-01-26,01/27/2021,Bowery Bay,BB,27094.0,10425885.5,,924695,Grade Schools Reopen
2021-01-26,01/27/2021,Coney Island,CI,22948.0,9930145.89,,682342,Grade Schools Reopen
2021-01-26,01/27/2021,Hunts Point,HP,17466.0,11807223.43,,755948,Grade Schools Reopen
2021-01-26,01/27/2021,Jamaica Bay,JA,50811.0,20293968.62,,748737,Grade Schools Reopen
2021-01-26,01/27/2021,Newtown Creek,NC,21262.0,13223426.02,,1156473,Grade Schools Reopen
2021-01-26,01/27/2021,North River,NR,26560.0,14502632.55,,658596,Grade Schools Reopen
2021-01-26,01/27/2021,Oakwood Beach,OB,7067.0,2502183.9,,258731,Grade Schools Reopen
2021-01-26,01/27/2021,Owls Head,OH,25914.0,11038647.46,,906442,Grade Schools Reopen
2021-01-26,01/27/2021,Port Richmond,PR,19324.0,9056178.12,,226167,Grade Schools Reopen
2021-01-26,01/27/2021,Red Hook,RH,12207.0,5156557.85,,224029,Grade Schools Reopen
2021-01-26,01/27/2021,Rockaway,RK,23663.0,14119326.04,,120539,Grade Schools Reopen
2021-01-26,01/27/2021,Tallman Island,TI,29733.0,13759055.29,,449907,Grade Schools Reopen
2021-01-26,01/27/2021,Wards Island,WI,26401.0,14889098.83,,1201485,Grade Schools Reopen
2021-01-31,02/01/2021,26th Ward,26W,33999.0,23029146.82,,290608,Grade Schools Reopen
2021-01-31,02/01/2021,Bowery Bay,BB,31037.0,11180947.81,,924695,Grade Schools Reopen
2021-01-31,02/01/2021,Coney Island,CI,19159.0,7865396.52,,682342,Grade Schools Reopen
2021-01-31,02/01/2021,Hunts Point,HP,26996.0,18249790.35,,755948,Grade Schools Reopen
2021-01-31,02/01/2021,Jamaica Bay,JA,40232.0,16068925.52,,748737,Grade Schools Reopen
2021-01-31,02/01/2021,Newtown Creek,NC,15027.0,8657066.85,,1156473,Grade Schools Reopen
2021-01-31,02/01/2021,North River,NR,30750.0,15906615.37,,658596,Grade Schools Reopen
2021-01-31,02/01/2021,Oakwood Beach,OB,23067.0,8335799.75,,258731,Grade Schools Reopen
2021-01-31,02/01/2021,Owls Head,OH,24635.0,16357975.77,,906442,Grade Schools Reopen
2021-01-31,02/01/2021,Port Richmond,PR,18849.0,7571384.7,,226167,Grade Schools Reopen
2021-01-31,02/01/2021,Red Hook,RH,18191.0,6762136.7,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029,Grade Schools Reopen
2021-01-31,02/01/2021,Rockaway,RK,14836.0,9318117.22,,120539,Grade Schools Reopen
2021-01-31,02/01/2021,Tallman Island,TI,5293.0,2315766.14,,449907,Grade Schools Reopen
2021-01-31,02/01/2021,Wards Island,WI,34313.0,18269820.48,,1201485,Grade Schools Reopen
2021-02-07,02/08/2021,26th Ward,26W,18419.0,13435796.38,,290608,Grade Schools Reopen
2021-02-07,02/08/2021,Bowery Bay,BB,18481.0,8170862.25,,924695,Grade Schools Reopen
2021-02-07,02/08/2021,Coney Island,CI,22061.0,9546003.59,,682342,Grade Schools Reopen
2021-02-07,02/08/2021,Hunts Point,HP,14950.0,10779962.04,,755948,Grade Schools Reopen
2021-02-07,02/08/2021,Jamaica Bay,JA,17423.0,7134860.66,,748737,Grade Schools Reopen
2021-02-07,02/08/2021,Newtown Creek,NC,10660.0,7292457.17,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473,Grade Schools Reopen
2021-02-07,02/08/2021,North River,NR,6124.0,3766315.32,,658596,Grade Schools Reopen
2021-02-07,02/08/2021,Oakwood Beach,OB,12972.0,5408923.47,,258731,Grade Schools Reopen
2021-02-07,02/08/2021,Owls Head,OH,24125.0,10377347.06,,906442,Grade Schools Reopen
2021-02-07,02/08/2021,Port Richmond,PR,11871.0,5761823.35,,226167,Grade Schools Reopen
2021-02-07,02/08/2021,Red Hook,RH,8335.0,3943591.53,,224029,Grade Schools Reopen
2021-02-07,02/08/2021,Rockaway,RK,4260.0,2809232.06,,120539,Grade Schools Reopen
2021-02-07,02/08/2021,Tallman Island,TI,15811.0,7715604.56,,449907,Grade Schools Reopen
2021-02-07,02/08/2021,Wards Island,WI,18466.0,11112286.26,,1201485,Grade Schools Reopen
2021-02-14,02/15/2021,26th Ward,26W,14269.0,9665172.06,,290608,Grade Schools Reopen
2021-02-14,02/15/2021,Bowery Bay,BB,9814.0,3696281.42,,924695,Grade Schools Reopen
2021-02-14,02/15/2021,Coney Island,CI,18012.0,7194712.24,,682342,Grade Schools Reopen
2021-02-14,02/15/2021,Hunts Point,HP,22395.0,14466212.74,,755948,Grade Schools Reopen
2021-02-14,02/15/2021,Jamaica Bay,JA,10393.0,4098358.61,,748737,Grade Schools Reopen
2021-02-14,02/15/2021,Newtown Creek,NC,12023.0,6965758.53,,1156473,Grade Schools Reopen
2021-02-14,02/15/2021,North River,NR,7177.0,3918612.58,,658596,Grade Schools Reopen
2021-02-14,02/15/2021,Oakwood Beach,OB,3473.0,1305694.45,,258731,Grade Schools Reopen
2021-02-14,02/15/2021,Owls Head,OH,26347.0,9682570.38,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442,Grade Schools Reopen
2021-02-14,02/15/2021,Port Richmond,PR,16071.0,6724504.51,,226167,Grade Schools Reopen
2021-02-14,02/15/2021,Red Hook,RH,5436.0,2204564.15,,224029,Grade Schools Reopen
2021-02-14,02/15/2021,Rockaway,RK,2771.0,1653615.86,,120539,Grade Schools Reopen
2021-02-14,02/15/2021,Tallman Island,TI,12757.0,5366787.49,,449907,Grade Schools Reopen
2021-02-14,02/15/2021,Wards Island,WI,23035.0,12410283.81,,1201485,Grade Schools Reopen
2021-02-21,02/22/2021,26th Ward,26W,11833.0,8323603.81,,290608,Grade Schools Reopen
2021-02-21,02/22/2021,Bowery Bay,BB,22984.0,8750243.58,,924695,Grade Schools Reopen
2021-02-21,02/22/2021,Coney Island,CI,17149.0,8467080.98,,682342,Grade Schools Reopen
2021-02-21,02/22/2021,Hunts Point,HP,22853.0,16135835.04,,755948,Grade Schools Reopen
2021-02-21,02/22/2021,Jamaica Bay,JA,24326.0,9347058.41,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737,Grade Schools Reopen
2021-02-21,02/22/2021,Newtown Creek,NC,12684.0,7348369.89,,1156473,Grade Schools Reopen
2021-02-21,02/22/2021,North River,NR,10022.0,5356891.62,,658596,Grade Schools Reopen
2021-02-21,02/22/2021,Oakwood Beach,OB,9758.0,4083199.67,,258731,Grade Schools Reopen
2021-02-21,02/22/2021,Owls Head,OH,30398.0,11679093.84,,906442,Grade Schools Reopen
2021-02-21,02/22/2021,Port Richmond,PR,12911.0,6266954.22,,226167,Grade Schools Reopen
2021-02-21,02/22/2021,Red Hook,RH,11307.0,4585114.88,,224029,Grade Schools Reopen
2021-02-21,02/22/2021,Rockaway,RK,12496.0,7848232.55,,120539,Grade Schools Reopen
2021-02-21,02/22/2021,Tallman Island,TI,16779.0,8047041.45,,449907,Grade Schools Reopen
2021-02-21,02/22/2021,Wards Island,WI,25165.0,13874781.4,,1201485,Grade Schools Reopen
2021-02-28,03/01/2021,26th Ward,26W,13030.0,12050681.38,,290608,Middle Schools Reopen
2021-02-28,03/01/2021,Bowery Bay,BB,7519.0,5202047.38,,924695,Middle Schools Reopen
2021-02-28,03/01/2021,Coney Island,CI,16971.0,7155273.05,,682342,Middle Schools Reopen
2021-02-28,03/01/2021,Hunts Point,HP,6355.0,6268938.72,,755948,Middle Schools Reopen
2021-02-28,03/01/2021,Jamaica Bay,JA,18570.0,9670024.99,,748737,Middle Schools Reopen
2021-02-28,03/01/2021,Newtown Creek,NC,8658.0,7311502.43,,1156473,Middle Schools Reopen
2021-02-28,03/01/2021,North River,NR,16952.0,12471563.52,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596,Middle Schools Reopen
2021-02-28,03/01/2021,Oakwood Beach,OB,6723.0,4023038.2,,258731,Middle Schools Reopen
2021-02-28,03/01/2021,Owls Head,OH,26175.0,14757028.82,,906442,Middle Schools Reopen
2021-02-28,03/01/2021,Port Richmond,PR,6708.0,6174885.52,,226167,Middle Schools Reopen
2021-02-28,03/01/2021,Red Hook,RH,8816.0,5660369.03,,224029,Middle Schools Reopen
2021-02-28,03/01/2021,Rockaway,RK,10809.0,7128268.73,,120539,Middle Schools Reopen
2021-02-28,03/01/2021,Tallman Island,TI,16575.0,12551177.31,,449907,Middle Schools Reopen
2021-02-28,03/01/2021,Wards Island,WI,14225.0,11070099.49,,1201485,Middle Schools Reopen
2021-03-07,03/08/2021,26th Ward,26W,7315.0,4669049.3,,290608,Middle Schools Reopen
2021-03-07,03/08/2021,Bowery Bay,BB,16174.0,5694144.6,,924695,Middle Schools Reopen
2021-03-07,03/08/2021,Coney Island,CI,18013.0,7694473.36,,682342,Middle Schools Reopen
2021-03-07,03/08/2021,Hunts Point,HP,6375.0,4341481.28,,755948,Middle Schools Reopen
2021-03-07,03/08/2021,Jamaica Bay,JA,19100.0,7821856.59,,748737,Middle Schools Reopen
2021-03-07,03/08/2021,Newtown Creek,NC,16620.0,9193864.34,,1156473,Middle Schools Reopen
2021-03-07,03/08/2021,North River,NR,9610.0,4916007.1,,658596,Middle Schools Reopen
2021-03-07,03/08/2021,Oakwood Beach,OB,4031.0,1681015.18,,258731,Middle Schools Reopen
2021-03-07,03/08/2021,Owls Head,OH,32865.0,11803276.78,,906442,Middle Schools Reopen
2021-03-07,03/08/2021,Port Richmond,PR,15922.0,7461525.41,,226167,Middle Schools Reopen
2021-03-07,03/08/2021,Red Hook,RH,7144.0,2776337.8,,224029,Middle Schools Reopen
2021-03-07,03/08/2021,Rockaway,RK,8722.0,4930427.39,,120539,Middle Schools Reopen
2021-03-07,03/08/2021,Tallman Island,TI,26183.0,10574436.5,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907,Middle Schools Reopen
2021-03-07,03/08/2021,Wards Island,WI,21037.0,10737420.76,,1201485,Middle Schools Reopen
2021-03-14,03/15/2021,26th Ward,26W,12152.0,7756177.79,,290608,Middle Schools Reopen
2021-03-14,03/15/2021,Bowery Bay,BB,9633.0,3430759.73,,924695,Middle Schools Reopen
2021-03-14,03/15/2021,Coney Island,CI,18314.0,7111977.65,,682342,Middle Schools Reopen
2021-03-14,03/15/2021,Hunts Point,HP,7047.0,4375600.0,,755948,Middle Schools Reopen
2021-03-14,03/15/2021,Jamaica Bay,JA,18491.0,7198506.89,,748737,Middle Schools Reopen
2021-03-14,03/15/2021,Newtown Creek,NC,14648.0,7863138.94,,1156473,Middle Schools Reopen
2021-03-14,03/15/2021,North River,NR,6077.0,3143465.17,,658596,Middle Schools Reopen
2021-03-14,03/15/2021,Oakwood Beach,OB,7483.0,3098241.39,,258731,Middle Schools Reopen
2021-03-14,03/15/2021,Owls Head,OH,27210.0,9658706.17,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442,Middle Schools Reopen
2021-03-14,03/15/2021,Port Richmond,PR,12478.0,5221371.1,,226167,Middle Schools Reopen
2021-03-14,03/15/2021,Red Hook,RH,15558.0,5783544.52,,224029,Middle Schools Reopen
2021-03-14,03/15/2021,Rockaway,RK,8456.0,5045744.17,,120539,Middle Schools Reopen
2021-03-14,03/15/2021,Tallman Island,TI,15906.0,6959034.2,,449907,Middle Schools Reopen
2021-03-14,03/15/2021,Wards Island,WI,11218.0,5690502.9,,1201485,Middle Schools Reopen
2021-03-21,03/22/2021,26th Ward,26W,16554.0,10134430.73,,290608,Middle Schools Reopen
2021-03-21,03/22/2021,Bowery Bay,BB,21393.0,7443900.27,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695,Middle Schools Reopen
2021-03-21,03/22/2021,Coney Island,CI,3480.0,1467301.66,,682342,Middle Schools Reopen
2021-03-21,03/22/2021,Hunts Point,HP,19663.0,11520324.56,,755948,Middle Schools Reopen
2021-03-21,03/22/2021,Jamaica Bay,JA,20890.0,8238053.29,,748737,Middle Schools Reopen
2021-03-21,03/22/2021,Newtown Creek,NC,13936.0,7389544.86,,1156473,Middle Schools Reopen
2021-03-21,03/22/2021,North River,NR,2374.0,1200787.25,,658596,Middle Schools Reopen
2021-03-21,03/22/2021,Oakwood Beach,OB,15678.0,6308140.22,,258731,Middle Schools Reopen
2021-03-21,03/22/2021,Owls Head,OH,28287.0,9923028.49,,906442,Middle Schools Reopen
2021-03-21,03/22/2021,Port Richmond,PR,15871.0,6906410.15,,226167,Middle Schools Reopen
2021-03-21,03/22/2021,Red Hook,RH,10431.0,3701452.59,,224029,Middle Schools Reopen
2021-03-21,03/22/2021,Rockaway,RK,1713.0,1022307.47,,120539,Middle Schools Reopen
2021-03-21,03/22/2021,Tallman Island,TI,10564.0,4977554.21,,449907,Middle Schools Reopen
2021-03-21,03/22/2021,Wards Island,WI,9033.0,4553490.67,,1201485,Middle Schools Reopen
2021-03-28,03/29/2021,26th Ward,26W,11554.0,13394205.7,,290608,High_Schools_Reopen
2021-03-28,03/29/2021,Bowery Bay,BB,10802.0,7915021.8,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695,High_Schools_Reopen
2021-03-28,03/29/2021,Coney Island,CI,10481.0,5116567.33,,682342,High_Schools_Reopen
2021-03-28,03/29/2021,Hunts Point,HP,8226.0,8856026.55,,755948,High_Schools_Reopen
2021-03-28,03/29/2021,Jamaica Bay,JA,11315.0,6178349.59,,748737,High_Schools_Reopen
2021-03-28,03/29/2021,Newtown Creek,NC,8011.0,7762081.51,,1156473,High_Schools_Reopen
2021-03-28,03/29/2021,North River,NR,5395.0,4434220.75,,658596,High_Schools_Reopen
2021-03-28,03/29/2021,Oakwood Beach,OB,8302.0,4129631.02,,258731,High_Schools_Reopen
2021-03-28,03/29/2021,Owls Head,OH,11820.0,5873841.03,,906442,High_Schools_Reopen
2021-03-28,03/29/2021,Port Richmond,PR,9202.0,7084692.1,,226167,High_Schools_Reopen
2021-03-28,03/29/2021,Red Hook,RH,3993.0,2631098.83,,224029,High_Schools_Reopen
2021-03-28,03/29/2021,Rockaway,RK,10541.0,7613738.64,,120539,High_Schools_Reopen
2021-03-28,03/29/2021,Tallman Island,TI,13621.0,9626988.09,,449907,High_Schools_Reopen
2021-03-28,03/29/2021,Wards Island,WI,13274.0,11417089.41,,1201485,High_Schools_Reopen
2021-04-04,04/05/2021,26th Ward,26W,6689.0,4182085.86,,290608,High_Schools_Reopen
2021-04-04,04/05/2021,Bowery Bay,BB,17793.0,6482707.58,,924695,High_Schools_Reopen
2021-04-04,04/05/2021,Coney Island,CI,14230.0,5683885.96,,682342,High_Schools_Reopen
2021-04-04,04/05/2021,Hunts Point,HP,6139.0,3596520.87,,755948,High_Schools_Reopen
2021-04-04,04/05/2021,Jamaica Bay,JA,11465.0,4521145.97,,748737,High_Schools_Reopen
2021-04-04,04/05/2021,Newtown Creek,NC,9415.0,4869383.05,,1156473,High_Schools_Reopen
2021-04-04,04/05/2021,North River,NR,9751.0,4875996.5,,658596,High_Schools_Reopen
2021-04-04,04/05/2021,Oakwood Beach,OB,11645.0,4974934.09,,258731,High_Schools_Reopen
2021-04-04,04/05/2021,Owls Head,OH,22765.0,7795565.74,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442,High_Schools_Reopen
2021-04-04,04/05/2021,Port Richmond,PR,19190.0,8350891.14,,226167,High_Schools_Reopen
2021-04-04,04/05/2021,Red Hook,RH,6156.0,2184385.42,,224029,High_Schools_Reopen
2021-04-04,04/05/2021,Rockaway,RK,7128.0,4252836.08,,120539,High_Schools_Reopen
2021-04-04,04/05/2021,Tallman Island,TI,20474.0,8957721.55,,449907,High_Schools_Reopen
2021-04-04,04/05/2021,Wards Island,WI,7718.0,4036633.36,,1201485,High_Schools_Reopen
2021-04-11,04/12/2021,26th Ward,26W,9070.0,8860405.82,,290608,High_Schools_Reopen
2021-04-11,04/12/2021,Bowery Bay,BB,8112.0,5147456.38,,924695,High_Schools_Reopen
2021-04-11,04/12/2021,Coney Island,CI,7827.0,4385840.34,,682342,High_Schools_Reopen
2021-04-11,04/12/2021,Hunts Point,HP,6203.0,5621986.52,,755948,High_Schools_Reopen
2021-04-11,04/12/2021,Jamaica Bay,JA,15786.0,7821215.01,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737,High_Schools_Reopen
2021-04-11,04/12/2021,Newtown Creek,NC,5744.0,5415048.74,,1156473,High_Schools_Reopen
2021-04-11,04/12/2021,North River,NR,7848.0,5773603.23,,658596,High_Schools_Reopen
2021-04-11,04/12/2021,Oakwood Beach,OB,6793.0,3468409.73,,258731,High_Schools_Reopen
2021-04-11,04/12/2021,Owls Head,OH,13236.0,8457356.45,,906442,High_Schools_Reopen
2021-04-11,04/12/2021,Port Richmond,PR,10282.0,9120498.64,,226167,High_Schools_Reopen
2021-04-11,04/12/2021,Red Hook,RH,3445.0,2677891.65,,224029,High_Schools_Reopen
2021-04-11,04/12/2021,Rockaway,RK,5308.0,3667132.45,,120539,High_Schools_Reopen
2021-04-11,04/12/2021,Tallman Island,TI,7127.0,4856944.3,,449907,High_Schools_Reopen
2021-04-11,04/12/2021,Wards Island,WI,9935.0,7418574.79,,1201485,High_Schools_Reopen
2021-04-18,04/19/2021,26th Ward,26W,5273.0,3296974.47,,290608,High_Schools_Reopen
2021-04-18,04/19/2021,Bowery Bay,BB,4080.0,1452998.31,,924695,High_Schools_Reopen
2021-04-18,04/19/2021,Coney Island,CI,8295.0,3405362.07,,682342,High_Schools_Reopen
2021-04-18,04/19/2021,Hunts Point,HP,2631.0,1646977.98,,755948,High_Schools_Reopen
2021-04-18,04/19/2021,Jamaica Bay,JA,7918.0,3202574.17,,748737,High_Schools_Reopen
